"Date","Price","Open","High","Low","Vol.","Change %"
"30-05-2017","125.55","126.85","127.10","125.00","223.99K","-1.02%"
"31-05-2017","126.90","125.80","128.40","125.80","165.78K","1.08%"
"01-06-2017","128.75","126.60","131.10","126.60","608.91K","1.46%"
"02-06-2017","129.50","128.85","131.20","128.85","337.51K","0.58%"
"05-06-2017","129.90","129.55","130.90","128.50","196.62K","0.31%"
"06-06-2017","127.65","129.05","130.10","127.20","127.72K","-1.73%"
"07-06-2017","128.80","128.15","130.20","127.50","176.43K","0.90%"
"08-06-2017","127.85","128.90","129.35","127.50","88.38K","-0.74%"
"09-06-2017","127.35","127.60","128.20","126.05","191.04K","-0.39%"
"12-06-2017","126.75","126.90","129.40","126.20","171.48K","-0.47%"
"13-06-2017","129.45","126.95","130.65","126.90","339.64K","2.13%"
"14-06-2017","135.10","129.30","136.75","128.30","1.79M","4.36%"
"15-06-2017","134.45","135.90","137.40","133.10","1.02M","-0.48%"
"16-06-2017","134.20","134.50","137.40","133.65","423.05K","-0.19%"
"19-06-2017","132.69","134.09","135.34","132.29","211.74K","-1.13%"
"20-06-2017","130.85","133.09","134.04","130.60","225.91K","-1.39%"
"21-06-2017","130.60","130.65","133.14","129.30","307.94K","-0.19%"
"22-06-2017","129.20","131.00","131.84","128.75","187.07K","-1.07%"
"23-06-2017","128.10","130.55","130.55","126.85","235.74K","-0.85%"
"27-06-2017","127.35","127.45","129.20","125.86","195.28K","-0.59%"
"28-06-2017","127.20","127.25","128.15","126.40","159.17K","-0.12%"
"29-06-2017","128.30","127.70","129.20","127.45","157.17K","0.86%"
"30-06-2017","128.90","126.75","129.90","126.35","196.65K","0.47%"
"03-07-2017","133.45","129.20","134.25","128.50","547.44K","3.53%"
"04-07-2017","133.80","135.60","137.00","133.50","604.97K","0.26%"
"05-07-2017","141.25","137.00","145.00","135.25","2.63M","5.57%"
"06-07-2017","140.15","142.00","144.30","139.50","605.57K","-0.78%"
"07-07-2017","142.75","140.80","144.15","140.15","1.16M","1.86%"
"10-07-2017","146.75","150.00","150.00","143.00","655.19K","2.80%"
"11-07-2017","145.50","147.45","150.50","144.45","1.38M","-0.85%"
"12-07-2017","145.05","146.00","147.05","143.10","1.23M","-0.31%"
"13-07-2017","144.40","146.25","146.35","143.25","554.88K","-0.45%"
"14-07-2017","142.90","144.40","144.70","141.50","336.81K","-1.04%"
"17-07-2017","143.10","143.50","145.90","142.00","655.04K","0.14%"
"18-07-2017","138.25","142.95","142.95","138.00","555.83K","-3.39%"
"19-07-2017","141.30","138.95","142.35","138.30","558.56K","2.21%"
"20-07-2017","138.90","140.50","141.75","138.40","287.17K","-1.70%"
"21-07-2017","138.55","138.95","139.90","137.20","229.86K","-0.25%"
"24-07-2017","137.55","138.75","140.40","136.55","246.16K","-0.72%"
"25-07-2017","137.25","137.90","139.15","136.55","263.06K","-0.22%"
"26-07-2017","136.85","137.35","139.25","136.50","250.95K","-0.29%"
"27-07-2017","132.70","137.25","138.50","130.90","756.64K","-3.03%"
"28-07-2017","129.10","130.10","130.95","128.70","661.35K","-2.71%"
"31-07-2017","129.20","129.85","130.30","128.75","354.73K","0.08%"
"01-08-2017","130.40","129.75","131.60","128.90","359.40K","0.93%"
"02-08-2017","128.40","130.80","131.15","127.85","234.43K","-1.53%"
"03-08-2017","127.70","128.95","129.00","127.25","160.35K","-0.55%"
"04-08-2017","127.15","128.35","128.35","126.90","197.98K","-0.43%"
"07-08-2017","127.80","127.45","128.40","126.75","189.26K","0.51%"
"08-08-2017","126.00","128.10","128.10","125.55","126.09K","-1.41%"
"09-08-2017","122.10","126.00","126.25","121.50","264.09K","-3.10%"
"10-08-2017","119.70","121.75","122.95","119.00","302.31K","-1.97%"
"11-08-2017","119.15","119.65","120.90","117.00","420.76K","-0.46%"
"14-08-2017","125.85","120.60","127.00","120.60","424.12K","5.62%"
"16-08-2017","132.65","126.00","134.50","125.95","1.79M","5.40%"
"17-08-2017","133.85","133.00","137.50","131.00","1.16M","0.90%"
"18-08-2017","135.10","132.70","137.50","129.30","645.15K","0.93%"
"21-08-2017","137.35","136.70","142.10","136.00","1.41M","1.67%"
"22-08-2017","132.90","138.75","139.90","132.05","483.67K","-3.24%"
"23-08-2017","134.15","133.75","135.00","132.45","380.57K","0.94%"
"24-08-2017","132.05","134.20","134.45","131.50","244.85K","-1.57%"
"28-08-2017","132.30","132.00","135.65","131.50","243.15K","0.19%"
"29-08-2017","132.55","131.60","134.50","130.70","280.99K","0.19%"
"30-08-2017","135.80","132.85","136.45","131.95","527.98K","2.45%"
"31-08-2017","138.05","136.10","139.80","136.00","464.05K","1.66%"
"01-09-2017","139.80","137.80","140.75","137.50","509.97K","1.27%"
"04-09-2017","140.70","139.00","141.40","137.65","427.26K","0.64%"
"05-09-2017","144.20","141.00","145.60","140.40","987.80K","2.49%"
"06-09-2017","151.60","144.00","154.00","142.40","1.96M","5.13%"
"07-09-2017","148.65","153.85","155.00","147.50","1.08M","-1.95%"
"08-09-2017","147.75","149.00","153.30","146.55","702.90K","-0.61%"
"11-09-2017","150.05","148.75","152.65","148.00","2.06M","1.56%"
"12-09-2017","163.40","170.00","174.90","162.20","7.48M","8.90%"
"13-09-2017","157.90","164.65","165.50","157.00","1.32M","-3.37%"
"14-09-2017","162.60","158.70","164.50","155.10","1.54M","2.98%"
"15-09-2017","161.15","162.20","164.40","157.20","1.40M","-0.89%"
"18-09-2017","161.15","162.55","163.70","160.00","1.12M","0.00%"
"19-09-2017","160.65","162.25","163.00","159.50","1.19M","-0.31%"
"20-09-2017","157.45","161.65","161.65","156.80","522.70K","-1.99%"
"21-09-2017","157.55","158.00","160.50","155.25","613.48K","0.06%"
"22-09-2017","151.45","156.00","157.35","150.50","593.01K","-3.87%"
"25-09-2017","146.85","152.30","152.30","143.40","654.12K","-3.04%"
"26-09-2017","152.45","146.80","153.90","146.80","834.08K","3.81%"
"27-09-2017","148.05","154.35","154.35","146.80","390.05K","-2.89%"
"28-09-2017","148.40","148.45","150.90","146.30","352.97K","0.24%"
"29-09-2017","151.75","149.00","154.65","148.15","462.80K","2.26%"
"03-10-2017","151.35","154.00","154.40","150.20","241.91K","-0.26%"
"04-10-2017","150.20","150.20","152.30","149.50","263.82K","-0.76%"
"05-10-2017","153.25","150.20","155.60","150.20","577.59K","2.03%"
"06-10-2017","158.15","153.95","159.40","153.55","873.95K","3.20%"
"09-10-2017","156.65","159.00","160.35","155.75","602.77K","-0.95%"
"10-10-2017","155.30","157.20","158.50","155.00","414.06K","-0.86%"
"11-10-2017","155.50","155.60","160.60","153.90","616.91K","0.13%"
"12-10-2017","154.90","156.00","158.00","154.10","257.64K","-0.39%"
"13-10-2017","155.25","155.45","159.25","154.65","529.16K","0.23%"
"16-10-2017","154.00","156.70","156.70","153.25","329.37K","-0.81%"
"17-10-2017","153.50","154.60","156.15","153.00","268.81K","-0.32%"
"18-10-2017","152.80","153.70","154.50","152.10","200.54K","-0.46%"
"19-10-2017","152.85","153.40","155.20","152.00","118.05K","0.03%"
"23-10-2017","149.95","153.45","153.80","148.85","322.77K","-1.90%"
"24-10-2017","150.85","150.10","153.00","150.00","327.20K","0.60%"
"25-10-2017","149.65","151.95","152.50","149.15","266.73K","-0.80%"
"26-10-2017","150.75","149.65","152.95","149.25","321.99K","0.74%"
"27-10-2017","156.80","150.85","157.40","150.60","759.86K","4.01%"
"30-10-2017","160.20","158.30","164.30","156.65","1.48M","2.17%"
"31-10-2017","162.40","161.00","165.70","157.45","1.39M","1.37%"
"01-11-2017","162.20","162.70","165.00","161.00","590.41K","-0.12%"
"02-11-2017","160.80","162.20","165.50","159.70","901.08K","-0.86%"
"03-11-2017","159.20","161.25","162.90","158.10","317.16K","-1.00%"
"06-11-2017","159.35","158.25","163.00","158.25","614.97K","0.09%"
"07-11-2017","157.00","160.50","162.85","155.10","578.88K","-1.47%"
"08-11-2017","147.80","153.00","153.05","147.10","976.41K","-5.86%"
"09-11-2017","147.65","148.00","151.30","145.25","670.93K","-0.10%"
"10-11-2017","146.65","147.00","150.65","145.25","493.98K","-0.68%"
"13-11-2017","143.60","147.00","147.60","142.85","377.42K","-2.08%"
"14-11-2017","143.60","143.50","144.80","141.25","502.53K","0.00%"
"15-11-2017","141.60","143.00","146.40","140.60","564.96K","-1.39%"
"16-11-2017","145.10","142.00","146.75","142.00","586.65K","2.47%"
"17-11-2017","147.15","146.00","148.45","144.60","538.28K","1.41%"
"20-11-2017","154.05","148.00","155.00","146.15","1.25M","4.69%"
"21-11-2017","161.10","155.50","166.40","155.20","3.45M","4.58%"
"22-11-2017","160.00","161.50","162.25","156.65","911.17K","-0.68%"
"23-11-2017","158.75","160.05","162.30","157.30","809.08K","-0.78%"
"24-11-2017","159.35","160.00","161.50","158.80","455.62K","0.38%"
"27-11-2017","161.65","159.75","163.00","158.00","582.32K","1.44%"
"28-11-2017","175.65","162.45","177.30","161.70","12.10M","8.66%"
"29-11-2017","171.20","177.70","183.50","170.10","13.77M","-2.53%"
"30-11-2017","174.30","168.00","178.45","167.50","5.38M","1.81%"
"01-12-2017","171.25","175.20","180.55","168.80","3.32M","-1.75%"
"04-12-2017","164.20","172.50","172.80","163.60","1.61M","-4.12%"
"05-12-2017","160.05","164.50","164.70","158.40","1.61M","-2.53%"
"06-12-2017","160.05","159.00","164.80","158.00","1.40M","0.00%"
"07-12-2017","163.60","161.50","165.85","160.40","1.15M","2.22%"
"08-12-2017","161.90","164.40","165.90","161.10","1.10M","-1.04%"
"11-12-2017","165.30","162.80","166.90","160.50","1.68M","2.10%"
"12-12-2017","161.50","165.50","165.85","160.90","626.65K","-2.30%"
"13-12-2017","158.90","161.50","164.60","158.40","895.40K","-1.61%"
"14-12-2017","157.20","159.95","160.45","153.70","732.00K","-1.07%"
"15-12-2017","159.55","159.60","161.65","158.15","606.73K","1.49%"
"18-12-2017","159.60","159.95","162.80","152.60","727.18K","0.03%"
"19-12-2017","161.85","160.15","163.00","160.15","864.92K","1.41%"
"20-12-2017","164.95","161.95","168.70","161.95","1.96M","1.92%"
"21-12-2017","163.75","165.80","166.00","163.00","481.40K","-0.73%"
"22-12-2017","164.60","164.10","167.90","162.90","759.39K","0.52%"
"26-12-2017","166.95","164.20","168.90","164.10","958.22K","1.43%"
"27-12-2017","165.75","167.80","170.50","164.15","1.27M","-0.72%"
"28-12-2017","164.45","165.65","166.95","164.00","449.29K","-0.78%"
"29-12-2017","166.95","165.00","169.35","162.10","1.07M","1.52%"
"01-01-2018","164.70","167.00","168.40","163.60","506.86K","-1.35%"
"02-01-2018","165.00","164.95","168.10","163.10","709.48K","0.18%"
"03-01-2018","165.70","165.95","168.05","165.30","519.01K","0.42%"
"04-01-2018","166.00","166.00","167.80","164.60","509.98K","0.18%"
"05-01-2018","167.70","166.60","171.00","166.60","1.38M","1.02%"
"08-01-2018","167.55","168.45","169.75","166.50","679.04K","-0.09%"
"09-01-2018","170.00","168.00","173.40","165.25","2.15M","1.46%"
"10-01-2018","168.85","170.05","172.50","167.25","1.35M","-0.68%"
"11-01-2018","169.15","169.10","172.80","168.20","1.13M","0.18%"
"12-01-2018","169.70","170.20","172.85","167.10","1.27M","0.33%"
"15-01-2018","168.50","170.30","171.30","168.20","464.06K","-0.71%"
"16-01-2018","162.60","168.50","169.00","161.50","700.09K","-3.50%"
"17-01-2018","159.70","163.00","163.00","158.25","905.47K","-1.78%"
"18-01-2018","156.40","160.25","162.95","154.10","774.44K","-2.07%"
"19-01-2018","159.90","156.95","160.50","156.20","633.63K","2.24%"
"22-01-2018","160.75","160.00","162.95","159.55","698.03K","0.53%"
"23-01-2018","158.55","162.00","162.00","157.40","525.62K","-1.37%"
"24-01-2018","157.85","158.70","160.35","157.40","379.58K","-0.44%"
"25-01-2018","158.05","158.50","162.00","156.20","612.08K","0.13%"
"29-01-2018","150.50","157.00","158.00","149.60","967.33K","-4.78%"
"30-01-2018","145.50","152.00","152.20","144.80","862.02K","-3.32%"
"31-01-2018","142.95","146.45","147.35","142.55","715.59K","-1.75%"
"01-02-2018","145.35","143.05","147.35","137.75","794.80K","1.68%"
"02-02-2018","138.85","143.80","143.90","136.05","716.56K","-4.47%"
"05-02-2018","135.60","135.00","137.80","132.75","616.17K","-2.34%"
"06-02-2018","132.70","131.90","133.80","124.50","886.01K","-2.14%"
"07-02-2018","136.80","134.65","138.50","134.65","535.23K","3.09%"
"08-02-2018","140.45","137.20","142.70","136.50","665.50K","2.67%"
"09-02-2018","138.80","137.00","140.50","137.00","432.60K","-1.17%"
"12-02-2018","142.50","140.45","143.80","140.00","335.60K","2.67%"
"14-02-2018","141.20","143.85","145.00","141.00","374.57K","-0.91%"
"15-02-2018","139.50","142.90","144.15","138.95","216.34K","-1.20%"
"16-02-2018","137.90","140.45","141.20","137.15","237.69K","-1.15%"
"19-02-2018","134.80","137.90","138.10","134.00","283.98K","-2.25%"
"20-02-2018","134.00","134.80","136.40","133.30","233.09K","-0.59%"
"21-02-2018","132.80","134.60","135.20","132.00","268.83K","-0.90%"
"22-02-2018","133.00","131.80","134.30","131.55","248.06K","0.15%"
"23-02-2018","135.35","133.95","136.00","133.20","328.95K","1.77%"
"26-02-2018","132.15","135.90","136.80","131.25","605.23K","-2.36%"
"27-02-2018","132.95","133.10","134.75","132.20","293.44K","0.61%"
"28-02-2018","131.90","132.00","133.15","131.55","209.80K","-0.79%"
"01-03-2018","131.35","132.20","133.10","131.00","234.83K","-0.42%"
"05-03-2018","128.60","130.50","131.40","128.00","248.78K","-2.09%"
"06-03-2018","125.05","129.05","130.35","124.10","473.90K","-2.76%"
"07-03-2018","124.15","125.00","125.35","123.00","282.20K","-0.72%"
"08-03-2018","123.85","124.60","125.60","122.00","293.55K","-0.24%"
"09-03-2018","122.40","124.10","127.00","122.00","383.98K","-1.17%"
"12-03-2018","121.55","123.55","124.00","120.05","327.41K","-0.69%"
"13-03-2018","122.40","121.75","124.00","121.15","387.89K","0.70%"
"14-03-2018","124.25","121.60","126.00","121.50","575.92K","1.51%"
"15-03-2018","121.75","123.50","124.90","121.50","1.28M","-2.01%"
"16-03-2018","121.95","122.30","123.65","121.25","560.67K","0.16%"
"19-03-2018","118.65","122.00","122.40","118.00","396.75K","-2.71%"
"20-03-2018","118.40","118.45","119.70","117.90","270.58K","-0.21%"
"21-03-2018","118.00","121.50","121.50","117.30","346.90K","-0.34%"
"22-03-2018","116.90","118.10","119.00","116.20","422.80K","-0.93%"
"23-03-2018","114.95","114.00","116.80","113.55","417.34K","-1.67%"
"26-03-2018","112.80","114.75","114.90","112.00","744.13K","-1.87%"
"27-03-2018","113.85","113.80","116.70","113.45","597.94K","0.93%"
"28-03-2018","113.00","113.95","114.80","112.60","537.82K","-0.75%"
"02-04-2018","121.40","114.00","122.35","113.20","2.13M","7.43%"
"03-04-2018","122.35","121.25","122.90","119.15","477.20K","0.78%"
"04-04-2018","123.10","122.60","127.50","122.10","743.10K","0.61%"
"05-04-2018","125.15","124.50","126.35","124.05","353.93K","1.67%"
"06-04-2018","125.85","125.35","126.30","124.50","264.53K","0.56%"
"09-04-2018","126.45","125.85","128.00","125.65","347.73K","0.48%"
"10-04-2018","127.35","127.80","128.00","125.90","248.94K","0.71%"
"11-04-2018","125.60","127.15","127.60","123.85","305.28K","-1.37%"
"12-04-2018","127.60","125.05","129.25","124.85","794.51K","1.59%"
"13-04-2018","126.90","127.65","128.90","126.20","323.37K","-0.55%"
"16-04-2018","126.05","125.50","126.80","125.00","385.68K","-0.67%"
"17-04-2018","130.15","126.40","131.40","126.25","1.48M","3.25%"
"18-04-2018","130.80","131.00","134.70","129.10","1.33M","0.50%"
"19-04-2018","131.90","131.80","132.45","129.40","452.00K","0.84%"
"20-04-2018","132.80","131.40","134.00","130.10","560.95K","0.68%"
"23-04-2018","130.60","132.65","133.25","130.00","377.56K","-1.66%"
"24-04-2018","130.55","130.30","132.50","130.00","370.65K","-0.04%"
"25-04-2018","132.60","130.10","135.50","129.80","776.73K","1.57%"
"26-04-2018","132.70","133.30","134.60","131.00","373.53K","0.08%"
"27-04-2018","132.00","133.35","133.70","131.20","297.29K","-0.53%"
"30-04-2018","135.85","132.00","137.45","131.80","603.56K","2.92%"
"02-05-2018","132.65","135.60","136.90","131.55","545.07K","-2.36%"
"03-05-2018","131.60","132.05","133.95","130.05","352.37K","-0.79%"
"04-05-2018","132.15","130.85","132.80","130.20","314.78K","0.42%"
"07-05-2018","133.30","133.00","135.00","131.10","469.97K","0.87%"
"08-05-2018","123.95","127.95","128.00","123.25","1.57M","-7.01%"
"09-05-2018","123.95","123.00","125.80","122.55","328.90K","0.00%"
"10-05-2018","120.90","125.00","125.00","120.20","371.85K","-2.46%"
"11-05-2018","120.40","121.65","123.00","120.00","288.74K","-0.41%"
"14-05-2018","119.30","121.00","121.45","118.05","359.76K","-0.91%"
"15-05-2018","115.70","118.80","119.60","115.00","324.72K","-3.02%"
"16-05-2018","115.20","115.70","116.20","114.10","288.13K","-0.43%"
"17-05-2018","115.35","116.00","116.90","114.75","212.88K","0.13%"
"18-05-2018","113.85","116.00","116.00","113.40","271.24K","-1.30%"
"21-05-2018","110.70","115.00","115.00","110.10","264.90K","-2.77%"
"22-05-2018","110.90","110.65","112.00","109.15","363.93K","0.18%"
"23-05-2018","111.65","110.45","113.40","110.20","255.23K","0.68%"
"24-05-2018","110.60","112.20","112.20","109.80","233.73K","-0.94%"
"25-05-2018","113.75","110.30","114.90","110.05","285.19K","2.85%"
"28-05-2018","116.90","113.75","117.70","112.85","314.69K","2.77%"
"29-05-2018","116.45","117.00","118.20","113.80","354.46K","-0.38%"
"30-05-2018","116.00","115.70","117.00","114.55","203.70K","-0.39%"
"31-05-2018","117.60","116.80","119.50","115.50","421.66K","1.38%"
"01-06-2018","115.85","118.95","119.50","114.70","365.86K","-1.49%"
"04-06-2018","115.00","116.20","116.80","114.00","252.63K","-0.73%"
"05-06-2018","114.20","115.20","115.80","110.80","304.38K","-0.70%"
"06-06-2018","116.00","113.80","116.35","112.60","247.05K","1.58%"
"07-06-2018","117.25","116.45","118.20","115.55","317.88K","1.08%"
"08-06-2018","119.60","116.90","122.00","115.70","724.09K","2.00%"
"11-06-2018","123.10","118.70","123.95","118.70","733.48K","2.93%"
"12-06-2018","123.10","124.30","127.00","122.50","496.72K","0.00%"
"13-06-2018","119.35","122.90","123.65","119.10","671.88K","-3.05%"
"14-06-2018","119.75","118.90","121.30","118.10","532.26K","0.34%"
"15-06-2018","121.75","119.90","122.40","119.20","443.94K","1.67%"
"18-06-2018","123.15","120.10","123.85","119.00","346.06K","1.15%"
"19-06-2018","122.65","122.00","123.10","119.50","282.43K","-0.41%"
"20-06-2018","121.35","122.00","123.70","120.10","408.13K","-1.06%"
"21-06-2018","120.75","121.30","121.65","120.10","216.93K","-0.49%"
"22-06-2018","119.80","120.55","120.85","119.20","182.30K","-0.79%"
"25-06-2018","118.75","119.10","119.50","118.00","135.71K","-0.88%"
"26-06-2018","117.10","118.75","118.75","116.75","171.07K","-1.39%"
"27-06-2018","114.50","117.05","117.10","111.75","299.58K","-2.22%"
"28-06-2018","112.25","113.50","113.50","111.50","178.10K","-1.97%"
"29-06-2018","112.95","112.25","113.90","111.90","169.59K","0.62%"
"02-07-2018","111.90","113.50","113.50","110.00","184.35K","-0.93%"
"03-07-2018","126.15","112.00","134.00","110.50","6.74M","12.73%"
"04-07-2018","119.20","125.45","125.60","118.50","2.40M","-5.51%"
"05-07-2018","118.10","117.80","123.20","115.80","1.61M","-0.92%"
"06-07-2018","118.35","118.00","121.40","117.10","696.39K","0.21%"
"09-07-2018","119.15","119.05","123.00","118.25","1.23M","0.68%"
"10-07-2018","118.95","120.00","121.40","118.50","519.53K","-0.17%"
"11-07-2018","118.75","119.95","120.90","117.40","900.77K","-0.17%"
"12-07-2018","117.90","119.50","120.40","117.15","344.59K","-0.72%"
"13-07-2018","115.35","117.90","118.25","115.00","307.83K","-2.16%"
"16-07-2018","109.70","115.55","116.20","109.00","502.56K","-4.90%"
"17-07-2018","112.55","110.00","113.10","109.00","417.60K","2.60%"
"18-07-2018","110.60","112.60","113.70","109.55","290.06K","-1.73%"
"19-07-2018","108.80","111.00","111.35","108.25","312.09K","-1.63%"
"20-07-2018","108.80","108.80","109.60","107.70","200.73K","0.00%"
"23-07-2018","110.10","108.80","111.45","108.50","270.40K","1.19%"
"24-07-2018","113.00","110.50","113.40","110.25","283.98K","2.63%"
"25-07-2018","114.40","113.80","115.40","113.00","299.45K","1.24%"
"26-07-2018","114.10","114.90","115.95","113.10","291.75K","-0.26%"
"27-07-2018","112.70","111.00","113.75","111.00","380.37K","-1.23%"
"30-07-2018","114.25","112.70","116.95","112.50","394.05K","1.38%"
"31-07-2018","114.05","114.25","116.50","112.80","276.90K","-0.18%"
"01-08-2018","114.20","114.10","115.85","113.50","239.91K","0.13%"
"02-08-2018","113.85","114.20","115.50","113.50","235.16K","-0.31%"
"03-08-2018","113.35","114.25","114.95","113.00","236.36K","-0.44%"
"06-08-2018","113.30","114.15","114.60","113.00","180.01K","-0.04%"
"07-08-2018","112.40","113.45","113.85","111.80","182.96K","-0.79%"
"08-08-2018","112.40","113.00","113.40","111.90","178.25K","0.00%"
"09-08-2018","112.50","112.65","113.25","112.15","156.10K","0.09%"
"10-08-2018","111.25","112.75","112.90","111.00","167.92K","-1.11%"
"13-08-2018","110.25","111.40","111.40","110.00","150.04K","-0.90%"
"14-08-2018","111.15","110.85","112.80","110.50","150.56K","0.82%"
"16-08-2018","110.00","111.85","112.80","108.70","217.79K","-1.03%"
"17-08-2018","111.10","110.55","111.90","110.00","196.63K","1.00%"
"20-08-2018","110.10","110.40","111.45","109.55","307.07K","-0.90%"
"21-08-2018","114.75","110.20","116.80","109.35","1.02M","4.22%"
"23-08-2018","112.90","115.00","115.30","112.15","432.60K","-1.61%"
"24-08-2018","112.05","113.40","113.40","111.55","182.22K","-0.75%"
"27-08-2018","111.90","112.15","113.70","111.65","297.71K","-0.13%"
"28-08-2018","112.20","111.20","113.40","111.20","241.57K","0.27%"
"29-08-2018","113.80","112.00","116.20","111.80","822.73K","1.43%"
"30-08-2018","115.20","114.10","116.90","112.80","593.60K","1.23%"
"31-08-2018","116.90","115.70","118.00","112.90","1.15M","1.48%"
"03-09-2018","116.30","116.70","119.70","116.00","991.99K","-0.51%"
"04-09-2018","111.90","116.95","116.95","111.45","435.43K","-3.78%"
"05-09-2018","112.35","112.45","113.40","109.30","445.61K","0.40%"
"06-09-2018","112.35","112.60","113.45","111.40","175.72K","0.00%"
"07-09-2018","112.75","112.50","114.40","111.65","288.88K","0.36%"
"10-09-2018","112.35","112.10","115.80","112.00","509.20K","-0.35%"
"11-09-2018","111.05","112.55","113.15","110.25","172.45K","-1.16%"
"12-09-2018","110.15","112.00","112.50","108.00","335.46K","-0.81%"
"14-09-2018","112.70","111.00","114.35","111.00","501.60K","2.32%"
"17-09-2018","111.40","112.10","113.65","110.75","432.65K","-1.15%"
"18-09-2018","110.40","111.30","113.40","110.10","338.81K","-0.90%"
"19-09-2018","109.45","111.00","112.05","109.00","257.51K","-0.86%"
"21-09-2018","106.00","110.20","110.25","99.00","452.75K","-3.15%"
"24-09-2018","101.65","106.00","106.55","99.55","552.31K","-4.10%"
"25-09-2018","101.60","100.25","102.85","99.35","361.05K","-0.05%"
"26-09-2018","100.60","102.40","102.55","100.20","237.18K","-0.98%"
"27-09-2018","100.25","100.60","102.40","99.40","287.98K","-0.35%"
"28-09-2018","97.00","100.15","100.85","95.20","288.64K","-3.24%"
"01-10-2018","95.50","97.20","97.75","91.95","357.34K","-1.55%"
"03-10-2018","98.40","96.00","102.40","95.40","878.15K","3.04%"
"04-10-2018","97.25","97.90","99.50","96.00","278.15K","-1.17%"
"05-10-2018","95.10","96.20","97.65","94.50","230.58K","-2.21%"
"08-10-2018","94.15","95.00","96.60","93.25","437.49K","-1.00%"
"09-10-2018","93.15","94.40","94.70","92.50","287.88K","-1.06%"
"10-10-2018","95.50","93.05","96.45","93.05","261.47K","2.52%"
"11-10-2018","93.95","93.00","95.40","92.05","188.60K","-1.62%"
"12-10-2018","95.35","95.50","96.70","94.65","235.97K","1.49%"
"15-10-2018","100.90","97.30","101.75","95.50","710.56K","5.82%"
"16-10-2018","103.40","102.85","105.70","102.50","634.08K","2.48%"
"17-10-2018","100.75","104.00","104.25","100.55","204.32K","-2.56%"
"19-10-2018","99.05","99.95","101.00","98.30","208.53K","-1.69%"
"22-10-2018","97.45","99.95","100.20","96.50","140.15K","-1.62%"
"23-10-2018","96.35","96.35","96.80","95.55","157.68K","-1.13%"
"24-10-2018","96.15","96.50","98.35","95.40","163.09K","-0.21%"
"25-10-2018","94.70","95.00","95.80","94.00","178.03K","-1.51%"
"26-10-2018","94.40","95.55","96.10","93.55","316.33K","-0.32%"
"29-10-2018","96.15","94.10","96.60","93.55","391.71K","1.85%"
"30-10-2018","96.25","95.90","98.00","95.65","390.83K","0.10%"
"31-10-2018","95.65","96.90","96.90","94.50","221.08K","-0.62%"
"01-11-2018","97.05","96.00","98.25","95.40","311.24K","1.46%"
"02-11-2018","97.20","98.10","99.30","96.30","379.70K","0.15%"
"05-11-2018","97.80","96.95","98.90","96.10","278.84K","0.62%"
"06-11-2018","96.50","98.00","98.70","95.40","284.40K","-1.33%"
"07-11-2018","97.85","97.00","98.40","96.10","112.43K","1.40%"
"09-11-2018","98.40","97.30","99.00","97.10","249.48K","0.56%"
"12-11-2018","98.25","98.55","99.75","98.00","282.69K","-0.15%"
"13-11-2018","97.25","97.80","98.15","96.25","155.41K","-1.02%"
"14-11-2018","99.15","97.40","100.70","97.00","538.64K","1.95%"
"15-11-2018","98.45","99.15","99.35","97.65","126.55K","-0.71%"
"16-11-2018","98.10","98.25","99.00","97.25","149.11K","-0.36%"
"19-11-2018","98.15","98.00","98.55","97.00","168.58K","0.05%"
"20-11-2018","98.05","97.95","100.00","97.60","281.91K","-0.10%"
"21-11-2018","98.25","97.95","99.35","97.50","92.14K","0.20%"
"22-11-2018","95.95","98.30","98.30","95.80","234.62K","-2.34%"
"26-11-2018","95.40","96.05","96.70","94.85","156.47K","-0.57%"
"27-11-2018","95.55","95.10","96.00","94.50","116.71K","0.16%"
"28-11-2018","94.95","95.45","95.95","94.55","129.12K","-0.63%"
"29-11-2018","94.55","95.00","95.35","93.20","157.10K","-0.42%"
"30-11-2018","94.25","94.55","94.95","94.00","119.89K","-0.32%"
"03-12-2018","94.75","94.25","95.50","93.60","169.94K","0.53%"
"04-12-2018","94.85","94.85","97.45","94.00","217.77K","0.11%"
"05-12-2018","94.00","94.60","95.20","93.80","100.52K","-0.90%"
"06-12-2018","93.35","94.40","94.70","92.70","197.92K","-0.69%"
"07-12-2018","92.75","94.30","94.30","92.50","126.83K","-0.64%"
"10-12-2018","90.75","92.35","92.35","90.55","123.03K","-2.16%"
"11-12-2018","91.00","89.95","91.30","89.30","177.22K","0.28%"
"12-12-2018","92.10","91.60","92.50","90.65","202.92K","1.21%"
"13-12-2018","92.85","92.35","93.60","92.25","167.79K","0.81%"
"14-12-2018","92.35","92.90","92.90","91.50","137.91K","-0.54%"
"17-12-2018","94.80","92.50","95.80","92.10","345.22K","2.65%"
"18-12-2018","95.90","94.50","96.40","94.00","188.15K","1.16%"
"19-12-2018","95.75","96.40","97.20","94.90","286.89K","-0.16%"
"20-12-2018","93.80","95.30","95.55","93.50","276.80K","-2.04%"
"21-12-2018","94.75","93.60","96.30","93.30","399.62K","1.01%"
"24-12-2018","95.45","95.50","95.80","94.15","212.08K","0.74%"
"26-12-2018","95.25","95.50","96.35","94.10","207.48K","-0.21%"
"27-12-2018","95.40","95.35","95.95","94.85","117.90K","0.16%"
"28-12-2018","97.10","95.20","98.50","95.15","425.86K","1.78%"
